MemberID,Name,Gender,Age,City,Height_cm,Weight_Start_kg,Weight_Current_kg,BMI_Start,BMI_Current,MembershipType,MonthlyFee,Goal,WorkoutType,Trainer,SessionsPerWeek,MonthsActive,WeightLoss_kg,SatisfactionScore,Churned,JoinDate
GYM1487,Manoj,Male,38,Coimbatore,165.0,82.5,72.0,30.3,26.4,Premium,3499,Endurance,Strength,Trainer B,4,33,10.5,9,0,2022-01-23
GYM1488,Vijay,Male,43,Kolkata,167.6,56.7,54.3,20.2,19.3,Premium,3499,Flexibility,CrossFit,Trainer B,3,2,2.4,6,0,2022-11-06
GYM1489,Sanjay,Male,22,Delhi,162.8,70.9,60.2,26.8,22.7,Premium,3499,Weight Loss,CrossFit,Trainer A,3,36,10.7,4,0,2023-02-07
GYM1490,Karthik,Male,18,Mumbai,193.1,90.7,87.2,24.3,23.4,Elite,5999,General Fitness,CrossFit,Trainer B,4,10,3.5,5,0,2022-12-04
GYM1491,Nisha,Female,31,Bangalore,160.3,71.3,68.3,27.7,26.6,Standard,1999,Muscle Gain,Zumba,No Trainer,2,13,3.0,5,0,2023-06-21
GYM1492,Ganesh,Male,37,Bangalore,168.7,75.6,61.4,26.6,21.6,Standard,1999,General Fitness,Yoga,Trainer A,5,36,14.2,2,0,2024-05-09
GYM1493,Dinesh,Male,30,Pune,177.1,85.1,75.6,27.1,24.1,Basic,999,Flexibility,CrossFit,Trainer C,6,29,9.5,5,0,2022-07-12
GYM1494,Ramesh,Male,38,Delhi,169.6,77.8,72.4,27.0,25.2,Standard,1999,Weight Loss,Zumba,No Trainer,5,15,5.4,4,0,2022-01-27
GYM1495,Divya,Female,43,Kolkata,165.6,55.7,51.2,20.3,18.7,Elite,5999,Muscle Gain,Swimming,Trainer C,4,12,4.5,8,0,2022-06-17
GYM1496,Vijay,Male,22,Chennai,157.0,70.5,62.0,28.6,25.2,Basic,999,Endurance,Yoga,Trainer D,6,15,8.5,4,0,2022-03-09
GYM1497,Manoj,Male,41,Kolkata,172.1,86.7,81.1,29.3,27.4,Elite,5999,General Fitness,Swimming,Trainer C,2,30,5.6,7,0,2022-02-12
GYM1498,Saranya,Female,25,Chennai,161.5,74.6,64.2,28.6,24.6,Premium,3499,Endurance,Zumba,Trainer A,4,29,10.4,1,0,2022-09-09
GYM1499,Saranya,Female,43,Pune,163.7,69.2,64.5,25.8,24.1,Basic,999,General Fitness,Zumba,Trainer A,3,13,4.7,8,0,2022-11-08
GYM1500,Deepa,Female,31,Delhi,150.9,63.0,58.7,27.7,25.8,Standard,1999,Endurance,Zumba,Trainer A,2,34,4.3,8,0,2023-04-08
